PT.DOT Data Generator
AI-Powered Cultural POI Population Tool

Img Quality

Balanced (600px)
2005 POIs Generated
Single Generation
Solares e Conventos em Viseu
Generate Single
Full Country Batch
Strategy

Enrichment (Exclude Pillories)
Strictly excludes Fountains/Pillories. Focuses on SIPA IDs for Solares, Bridges, Ermidas.

Start From (Checkpoint)

Aveiro (Step 1)
Extraction Depth (Per District)

MAXIMUM (All Feasible)
Splits requests by theme automatically.

Start Full Batch
Preview
SQL Script
CSV Export
Main Data (Clean)
Images Relations (DB)
id,name,name_pt,category,subcategory,architect,year,description,wikipedia_url,sipa_id,lat,lon,source
1438,"Sesimbra Castle","Castelo de Sesimbra","castle","Castelo","Desconhecido","Séc. XII","O Castelo de Sesimbra, de origem moura, foi conquistado por D. Afonso Henriques em 1165. Após ser perdido para os muçulmanos, foi definitivamente reconquistado em 1236. D. Dinis concedeu-lhe foral em 1201 e ordenou a reconstrução das suas muralhas. A sua posição elevada sobre o mar fazia dele um ponto estratégico crucial para a defesa da costa e do porto de Sesimbra. Mantém a sua traça medieval, com muralhas e torres, e é hoje um importante monumento nacional com vistas deslumbrantes sobre o Oceano Atlântico.","","PT021509030001",38.4418,-9.1026,"Batch (enrichment): Setúbal"
1439,"Alcácer do Sal Castle","Castelo de Alcácer do Sal","castle","Castelo","Desconhecido","Séc. XII","O Castelo de Alcácer do Sal, de ocupação remota, foi um importante centro urbano durante o período islâmico. Reconquistado por D. Afonso II em 1217, tornou-se um baluarte crucial na defesa do sul de Portugal. Ao longo dos séculos, o castelo sofreu adaptações e reforços, mantendo a sua imponente estrutura com muralhas e torres que dominam a cidade e o rio Sado. As suas ruínas albergam vestígios arqueológicos de diversas épocas, desde a Idade do Ferro à presença romana e islâmica. Atualmente funciona como pousada.","","PT021501010001",38.3739,-8.6738,"Batch (enrichment): Setúbal"
1440,"Sines Castle","Castelo de Sines","castle","Castelo","Desconhecido","Séc. XIII","O Castelo de Sines, com origem no período medieval, foi construído sobre uma antiga fortificação romana. Conquistado aos mouros em 1217, foi palco de diversas lutas e reconstruções ao longo dos séculos. A sua localização estratégica na costa alentejana visava a defesa da vila e do porto. Em 1412, D. João I concedeu-o a D. Pedro, Infante de Portugal. O castelo apresenta muralhas robustas e torres, destacando-se a torre de menagem. Atualmente alberga um centro cultural e a Biblioteca Municipal, sendo um marco da história de Sines.","","PT021511090001",37.9576,-8.8654,"Batch (enrichment): Setúbal"
1441,"Grândola Castle","Castelo de Grândola","castle","Castelo","Desconhecido","Séc. XIII","O Castelo de Grândola, também conhecido como Castelo de Santiago da Guarda, é uma fortificação medieval que remonta ao século XIII, após a Reconquista Cristã. Embora a sua presença seja menos imponente que outros castelos da região, as suas ruínas testemunham a importância estratégica que teve na defesa do território alentejano. Originalmente ligado à Ordem de Santiago, o castelo foi gradualmente perdendo a sua função militar. Hoje, os seus vestígios são um elemento histórico importante na paisagem de Grândola.","","PT021505030005",38.2036,-8.567,"Batch (enrichment): Setúbal"
1442,"Outão Fort","Forte do Outão","castle","Forte","João Nunes Tinoco","1642","O Forte do Outão, localizado na Serra da Arrábida, foi construído no século XVII por ordem de D. João IV, como parte da linha de defesa da costa portuguesa após a Restauração da Independência. A sua posição estratégica sobre a foz do rio Sado permitia controlar a entrada marítima para Setúbal. De planta poligonal, com baluartes e canhoneiras, é um exemplo da arquitetura militar da época. Após perder a sua função defensiva, foi adaptado para sanatório marítimo e, mais recentemente, para unidade hoteleira de saúde.","","PT021508110001",38.4839,-8.9701,"Batch (enrichment): Setúbal"
1443,"Azeitão Palace (Quinta da Bacalhôa)","Palácio da Bacalhôa","palace","Solar","Desconhecido","Séc. XV","O Palácio da Bacalhôa, em Azeitão, é uma das mais notáveis quintas renascentistas de Portugal. Adquirida em 1480 por D. João, Infante de Portugal, foi posteriormente propriedade de D. Afonso de Albuquerque. A sua arquitetura reflete influências italianas, com telhados em pirâmide e uma galeria de arcadas. Destaca-se o notável conjunto de azulejos quinhentistas, alguns dos mais antigos de Portugal, e os seus extensos jardins com elementos decorativos e tanques. É também conhecido pela produção de vinhos.","","PT021508010002",38.5675,-9.0063,"Batch (enrichment): Setúbal"
1444,"Palace of the Dukes of Aveiro","Palácio dos Duques de Aveiro","palace","Palácio","Desconhecido","Séc. XVI","O Palácio dos Duques de Aveiro, também conhecido como Palácio dos Távoras, é um imponente edifício brasonado situado em Azeitão. Construído no século XVI, foi a residência da família dos Marqueses de Fontes e Duques de Aveiro. Apresenta uma arquitetura elegante, com destaque para a sua fachada e o pátio interior. Após o Terramoto de 1755, que danificou parte do edifício, e o processo dos Távoras, o palácio perdeu alguma da sua proeminência, mas continua a ser um belo exemplo da arquitetura senhorial da região.","","PT021508010001",38.5447,-9.0069,"Batch (enrichment): Setúbal"
1445,"Quinta da Comenda","Quinta da Comenda","palace","Solar","Desconhecido","Séc. XVIII","A Quinta da Comenda, em Setúbal, é um solar do século XVIII, notável pela sua arquitetura e pela beleza da sua paisagem envolvente. Situada na margem do estuário do Sado, a propriedade goza de vistas privilegiadas sobre o rio e a serra. O palácio principal, embora com remodelações posteriores, mantém a sua traça original, com elementos de estilo neoclássico. Foi palco de momentos importantes da vida social e política da região e é um exemplo da arquitetura de lazer da nobreza portuguesa.","","PT021508110037",38.5137,-8.9329,"Batch (enrichment): Setúbal"
1446,"House of the Four Heads","Casa das Quatro Cabeças","palace","Solar","Desconhecido","Séc. XVI","A Casa das Quatro Cabeças, situada no centro histórico de Setúbal, é um edifício singular do século XVI, conhecido pelas quatro esculturas de bustos femininos que decoram a sua fachada principal. Estas figuras, possivelmente inspiradas em modelos clássicos ou renascentistas, conferem ao edifício uma identidade única. O solar, de dois pisos, testemunha a riqueza e o gosto artístico dos seus antigos proprietários, provavelmente mercadores abastados ou membros da nobreza local. É um dos edifícios mais emblemáticos da arquitetura civil manuelina e renascentista setubalense.","","PT021508110006",38.5229,-8.8929,"Batch (enrichment): Setúbal"
1447,"Conceição Palace","Palácio da Conceição","palace","Palácio","Desconhecido","Séc. XVII","O Palácio da Conceição, em Setúbal, é um edifício notável do século XVII, com influências barrocas. Construído originalmente como residência senhorial, destaca-se pela sua fachada imponente e pelos seus interiores ricamente decorados, embora tenha sofrido alterações ao longo do tempo. Foi propriedade de diversas famílias nobres e adaptado a diferentes usos, refletindo a evolução urbana da cidade. Representa um exemplo significativo da arquitetura civil setubalense, com a sua distinção e história ligadas à elite local.","","PT021508110030",38.5238,-8.8926,"Batch (enrichment): Setúbal"
1448,"Solar dos Noronhas","Solar dos Noronhas","palace","Solar","Desconhecido","Séc. XVIII","O Solar dos Noronhas é um edifício histórico situado em Setúbal, datado do século XVIII. Apresenta uma arquitetura senhorial típica da época, com uma fachada austera mas elegante, e elementos decorativos discretos. Pertenceu à distinta família Noronha, uma das mais influentes da região. Ao longo dos anos, o solar testemunhou a vida da nobreza e da alta burguesia setubalense, sendo um importante exemplar da arquitetura civil que pontuava a cidade antes das grandes transformações urbanas. Atualmente, poderá ter sido adaptado a novos usos.","","PT021508110031",38.5245,-8.8931,"Batch (enrichment): Setúbal"
1449,"Palácio do Marquês do Faial","Palácio do Marquês do Faial","palace","Palácio","Desconhecido","Séc. XVIII","O Palácio do Marquês do Faial, localizado no centro histórico de Setúbal, é um imponente edifício do século XVIII que reflete a grandiosidade da nobreza portuguesa da época. Com uma arquitetura de linhas clássicas, o palácio destaca-se pela sua fachada e pelo seu pátio interior. Pertenceu à família dos Marqueses do Faial, que tiveram um papel relevante na história local. Embora tenha sofrido algumas alterações ao longo do tempo, mantém a sua dignidade e é um valioso testemunho da arquitetura palaciana em Setúbal.","","PT021508110042",38.523,-8.8919,"Batch (enrichment): Setúbal"
1450,"Palácio de Valenças","Palácio de Valenças","palace","Palácio","Desconhecido","Séc. XVIII","O Palácio de Valenças, em Setúbal, é um edifício com uma história rica que remonta ao século XVII, embora a sua traça atual seja maioritariamente do século XVIII. Inicialmente uma residência nobre, foi adaptado e ampliado ao longo dos séculos. A sua arquitetura reflete diferentes estilos, com elementos barrocos e rococó. É um dos edifícios históricos mais notáveis da cidade, com uma fachada elegante e interiores que outrora exibiram grande opulência. Atualmente, parte do palácio é utilizada para atividades culturais.","","PT021508110032",38.5255,-8.8924,"Batch (enrichment): Setúbal"
1451,"Paços do Concelho (Old Town Hall)","Antigos Paços do Concelho","palace","Arquitetura Civil","Eugénio dos Santos (reconstrução)","1755","Os Antigos Paços do Concelho de Setúbal, hoje Casa da Cultura, são um edifício imponente que reflete a importância cívica e administrativa da cidade ao longo dos séculos. O edifício original, datado de 1618, sofreu grandes obras de reconstrução após o Terramoto de 1755, adquirindo a traça neoclássica que hoje o caracteriza. Destaca-se pela sua fachada harmoniosa e pela torre sineira. Serviu como sede do poder municipal durante muito tempo, sendo um símbolo da autonomia e governação local. Atualmente é um polo cultural dinâmico.","","PT021508110014",38.5233,-8.8936,"Batch (enrichment): Setúbal"
1452,"Casa da Lançada","Casa da Lançada","palace","Solar","Desconhecido","Séc. XVIII","A Casa da Lançada, localizada no coração de Setúbal, é um belo exemplo de residência senhorial do século XVIII. Caracteriza-se pela sua fachada sóbria mas elegante, com elementos decorativos típicos do estilo barroco tardio. Foi propriedade de famílias nobres e abastadas da cidade, testemunhando o quotidiano da elite setubalense. A sua preservação contribui para a riqueza arquitetónica do centro histórico, oferecendo um vislumbre da vida urbana e do gosto da época. É um edifício de valor patrimonial significativo.","",,38.5235,-8.8928,"Batch (enrichment): Setúbal"
1453,"Quinta do Anjo Manor House","Quinta do Anjo","palace","Solar","Desconhecido","Séc. XV","A Quinta do Anjo, em Palmela, é uma propriedade histórica com origens no século XV, embora o solar e as estruturas atuais reflitam remodelações posteriores. Foi uma importante quinta de produção agrícola e vitivinícola, com uma casa senhorial que servia de residência a famílias nobres. A sua arquitetura, embora simples, denota a robustez e funcionalidade das quintas alentejanas, com pátios, adegas e lagares. É um testemunho da economia rural e da vida social ligada à terra na região de Setúbal.","","PT021508050011",38.5992,-8.9669,"Batch (enrichment): Setúbal"
1454,"Solar dos Condes de Castelo Novo (Grândola)","Solar dos Condes de Castelo Novo","palace","Solar","Desconhecido","Séc. XVIII","O Solar dos Condes de Castelo Novo, em Grândola, é um notável edifício civil que remonta ao século XVIII. Esta residência senhorial destaca-se pela sua arquitetura elegante, que combina elementos barrocos com uma sobriedade típica do Alentejo. Foi a casa de uma das famílias mais proeminentes da região, refletindo o seu estatuto social e económico. Embora tenha sofrido algumas alterações ao longo do tempo, o solar mantém grande parte da sua traça original, sendo um valioso exemplo da arquitetura residencial nobre na vila de Grândola.","","PT021505030006",38.1818,-8.567,"Batch (enrichment): Setúbal"
1455,"Royal Palace of Setúbal","Paço Real de Setúbal","palace","Paço Real","Desconhecido","Séc. XV","O Paço Real de Setúbal, embora hoje com poucos vestígios visíveis como entidade isolada, foi uma das residências reais de verão, com particular destaque durante o reinado de D. João II no século XV, onde este monarca viria a falecer em 1495. As suas estruturas foram integradas ou sobrepostas por edifícios posteriores, mas a sua existência atesta a importância de Setúbal na corte portuguesa. A sua localização privilegiada na cidade tornava-o um local de eleição para a realeza, contribuindo para o desenvolvimento urbano da época.","",,38.523,-8.892,"Batch (enrichment): Setúbal"
1456,"Solar da Família Pereira Coutinho (Sines)","Solar da Família Pereira Coutinho (Sines)","palace","Solar","Desconhecido","Séc. XVIII","O Solar da Família Pereira Coutinho, em Sines, é um edifício histórico que remonta ao século XVIII. Esta casa senhorial destaca-se pela sua arquitetura civil de estilo barroco tardio, com uma fachada elegante e detalhes ornamentais que revelam a prosperidade e o gosto artístico da família que o habitou. Os Pereira Coutinho foram uma família influente na região de Sines. O solar, com os seus vastos espaços e pátios, representa um importante testemunho da vida social e arquitetónica da elite local ao longo dos séculos.","",,37.957,-8.865,"Batch (enrichment): Setúbal"
1457,"Forte de Nossa Senhora do Cabo (Espichel)","Forte de Nossa Senhora do Cabo (Espichel)","castle","Forte","Desconhecido","Séc. XVII","O Forte de Nossa Senhora do Cabo, localizado junto ao Santuário do Cabo Espichel, foi construído no século XVII, no contexto da Guerra da Restauração, para defender a costa atlântica contra ataques marítimos. A sua posição elevada na falésia confere-lhe uma vista privilegiada sobre o oceano. De pequena dimensão mas robusta construção, com artilharia para defesa costeira, fazia parte de uma linha de fortificações que se estendia ao longo da costa portuguesa. Atualmente encontra-se em ruínas mas é um local de grande beleza paisagística e histórica.","","PT021509030015",38.4239,-9.2132,"Batch (enrichment): Setúbal"
1458,"Torre do Relógio (Setúbal)","Torre do Relógio (Setúbal)","castle","Torre Defensiva","Desconhecido","Séc. XV","A Torre do Relógio de Setúbal, também conhecida como Torre do Anjo ou Torre da Porta da Guarda, é um elemento remanescente das antigas muralhas medievais da cidade. Datada do século XV, esta torre defensiva fazia parte do sistema de portas e muralhas que protegiam Setúbal. Posteriormente, foi-lhe adicionado um relógio e um campanário, tornando-se um marco urbano. Simboliza a história defensiva e o desenvolvimento da cidade, mantendo-se como um dos elementos mais antigos e reconhecíveis do centro histórico setubalense.","","PT021508110012",38.5242,-8.8936,"Batch (enrichment): Setúbal"
1459,"Forte da Ponta da Atalaia (Sesimbra)","Forte da Ponta da Atalaia (Sesimbra)","castle","Forte","Desconhecido","Séc. XVII","O Forte da Ponta da Atalaia, em Sesimbra, é uma fortificação costeira do século XVII, construída durante a Guerra da Restauração da Independência para proteger a baía de Sesimbra e a sua costa. Erguido sobre uma pequena elevação rochosa, este forte militar integrava o sistema defensivo da barra do Tejo e da costa de Lisboa. Embora em estado de ruína, as suas estruturas evidenciam a sua função defensiva, com vestígios de muralhas e baterias. Oferece uma vista panorâmica sobre o mar e a serra.","","PT021509030014",38.4287,-9.1009,"Batch (enrichment): Setúbal"
1460,"Forte de Santa Maria da Arrábida","Forte de Santa Maria da Arrábida","castle","Forte","Desconhecido","Séc. XVII","O Forte de Santa Maria da Arrábida, construído no século XVII, fazia parte da linha de fortificações costeiras para defender o litoral de Setúbal após a Restauração. Localizado numa posição estratégica, controlava o acesso à praia da Figueirinha e à foz do Sado. A sua arquitetura militar é simples, mas robusta, com baterias voltadas para o mar. Após perder a sua função militar, foi adaptado a posto fiscal e, posteriormente, a centro de investigação oceanográfica. É um testemunho da defesa da costa portuguesa.","","PT021508110003",38.4907,-8.95,"Batch (enrichment): Setúbal"
1461,"Muralhas de Setúbal","Muralhas de Setúbal","castle","Muralha","Desconhecido","Séc. XV","As Muralhas de Setúbal, cujos vestígios são visíveis em várias partes do centro histórico, tiveram origem na Idade Média, com sucessivas ampliações e reforços até ao século XVII. O traçado mais significativo deve-se a D. João II, no século XV, e posteriormente, no período filipino e da Restauração. Estas muralhas defensivas incluíam várias portas e torres, protegendo a cidade de ataques terrestres e marítimos. Embora grande parte tenha sido demolida para a expansão urbana, ainda é possível observar secções que testemunham a antiga importância defensiva de Setúbal.","","PT021508110012",38.5241,-8.8938,"Batch (enrichment): Setúbal"
1462,"Castelo de Santiago do Cacém","Castelo de Santiago do Cacém","castle","Castelo","Desconhecido","Séc. XIII","O Castelo de Santiago do Cacém, de origem islâmica, foi conquistado aos mouros pela Ordem de Santiago no século XIII. A sua imponente estrutura medieval, com muralhas e torre de menagem, domina a paisagem da cidade. Serviu como sede da Ordem de Santiago em Portugal antes de Palmela. Ao longo dos séculos, sofreu remodelações, mas preserva a sua traça original, com influências militares góticas. É um monumento de grande importância histórica e arqueológica, com vestígios que remontam a diversas épocas de ocupação.","","PT021510060001",38.0264,-8.7029,"Batch (enrichment): Setúbal"
1463,"Forte da Pedra da Anicha (Sesimbra)","Forte da Pedra da Anicha (Sesimbra)","castle","Forte","Desconhecido","Séc. XVII","O Forte da Pedra da Anicha, localizado numa pequena ilhota rochosa ao largo de Sesimbra, é uma fortificação costeira construída no século XVII. A sua função era reforçar a defesa da baía e do porto de Sesimbra, em conjunto com o Castelo de Sesimbra e o Forte da Ponta da Atalaia. Embora em ruínas e de difícil acesso, os seus vestígios testemunham a arquitetura militar da época, adaptada ao ambiente marítimo. É um ponto de interesse histórico e paisagístico, parte integrante do sistema defensivo do litoral da Estremadura.","","PT021509030017",38.441,-9.117,"Batch (enrichment): Setúbal"
1464,"Casa do Capitão-Mor (Sesimbra)","Casa do Capitão-Mor (Sesimbra)","palace","Solar","Desconhecido","Séc. XVIII","A Casa do Capitão-Mor, em Sesimbra, é um edifício histórico do século XVIII que serviu de residência ao Capitão-Mor, figura de autoridade militar e civil da vila. A sua arquitetura, embora de linhas simples, destaca-se pela sua imponência e pela sua localização privilegiada no centro da vila. É um testemunho da administração local e da vida social da elite sesimbrense na época moderna. O edifício mantém a sua traça original, representando um importante valor patrimonial da arquitetura civil de Sesimbra.","",,38.443,-9.1035,"Batch (enrichment): Setúbal"
1465,"Castelo de Alcochete","Castelo de Alcochete","castle","Castelo","Desconhecido","Séc. XIII","O Castelo de Alcochete, embora hoje se apresente em grande parte como ruína e integrado no tecido urbano, teve origem na Idade Média, possivelmente no período da Reconquista. A sua fundação está ligada à defesa da margem sul do Tejo. D. Afonso Henriques terá ordenado a sua construção ou reforço. Os seus vestígios, nomeadamente uma torre e secções de muralha, testemunham a sua existência e importância defensiva. O castelo sofreu danos significativos com o terramoto de 1755, e as suas pedras foram reutilizadas na reconstrução da vila.","","PT021501020002",38.7408,-8.9669,"Batch (enrichment): Setúbal"
1466,"Palacete da Quinta do Serrado (Setúbal)","Palacete da Quinta do Serrado (Setúbal)","palace","Palacete","Desconhecido","Séc. XIX","O Palacete da Quinta do Serrado, em Setúbal, é um edifício do século XIX que reflete o gosto e a prosperidade da burguesia setubalense da época. Com uma arquitetura eclética, incorpora elementos neoclássicos e românticos, característicos dos solares e palacetes construídos na periferia das cidades. A sua localização, integrada numa quinta, conferia-lhe um ambiente de lazer e retiro. É um exemplar da arquitetura residencial que marca a transição entre o solar rural e a moradia urbana de maior dimensão.","",,38.53,-8.89,"Batch (enrichment): Setúbal"
1467,"Castro de Chibanes","Castro de Chibanes","archaeology","Castro","Desconhecido","Calcolítico - Idade do Ferro","Sítio arqueológico com ocupação desde o Calcolítico até à Idade do Ferro, localizado na serra da Arrábida, concelho de Palmela. Evidências de metalurgia do cobre e estruturas de habitação. Considerado um dos castros mais importantes da região de Setúbal, revelando diversas fases de ocupação e cultura material.","","PT021503040003",38.567,-8.922,"Batch (enrichment): Setúbal"
1468,"Castro do Monte da Bolota","Castro do Monte da Bolota","archaeology","Castro","Desconhecido","Idade do Ferro","Importante povoado fortificado da Idade do Ferro, localizado em Grândola, com vestígios de ocupação contínua e estruturas defensivas. Revela a organização social e económica das comunidades pré-romanas na região alentejana, com achados cerâmicos e vestígios de atividades metalúrgicas.","","PT021504010001",38.1969,-8.6738,"Batch (enrichment): Setúbal"
1469,"Roman Bridge of Alcácer do Sal","Ponte Romana de Alcácer do Sal","monument","Ponte","Desconhecido","Reconstruções medievais sobre fundações romanas","Ponte em Alcácer do Sal, construída sobre fundações romanas e reconstruída em épocas posteriores, nomeadamente na Idade Média. Atravessa o rio Sado e é um elemento marcante da paisagem urbana, crucial para as comunicações ao longo dos séculos. A sua estrutura atual possui arcos ogivais e é de traça gótica.","","PT021501010001",38.375,-8.674,"Batch (enrichment): Setúbal"
1470,"Roman Ruins of Tróia","Ruínas Romanas de Tróia","archaeology","Ruínas Romanas","Desconhecido","Sécs. I-V d.C.","Vasto complexo arqueológico romano em Grândola, na Península de Troia, composto por um centro de produção de salga de peixe (garum), termas, necrópole e basílica, datando do século I ao V d.C. Constitui um dos maiores e mais bem preservados conjuntos de ruínas romanas de produção de salga do mundo.","","PT021504040001",38.484,-8.905,"Batch (enrichment): Setúbal"
1471,"Roman Villa of Alto da Penalva","Villa Romana do Alto da Penalva","archaeology","Ruínas Romanas","Desconhecido","Época Romana","Vestígios de uma villa romana na freguesia de Santiago do Cacém, evidenciando a ocupação romana da região e a sua atividade agrícola e residencial. Inclui estruturas habitacionais, termas e tanques de produção de vinho ou azeite, refletindo a economia rural da época imperial romana.","","PT021511090002",38.032,-8.679,"Batch (enrichment): Setúbal"
1472,"Roman Ruins of Cetóbriga","Ruínas Romanas de Cetóbriga","archaeology","Ruínas Romanas","Desconhecido","Sécs. I-V d.C.","Importante povoado romano junto à foz do rio Sado, em Setúbal, com evidências de um vasto complexo industrial de salga de peixe, termas, áreas residenciais e um mausoléu. Fundada no século I d.C., foi um centro económico vital para o Império Romano, especialmente na produção de garum.","","PT021512050001",38.513,-8.895,"Batch (enrichment): Setúbal"
1473,"Anta da Lapa","Anta da Lapa","archaeology","Anta","Desconhecido","Neolítico","Monumento megalítico do tipo anta, localizado em Vila Nogueira de Azeitão, Setúbal, datado do Neolítico. Constitui um importante testemunho da pré-história da região, utilizado como câmara funerária coletiva pelas comunidades da época. Revela a complexidade dos rituais fúnebres e as crenças dos primeiros habitantes.","","PT021512040003",38.547,-9.006,"Batch (enrichment): Setúbal"
1474,"Dolmen of Pedreira","Dólmen da Pedreira","archaeology","Dólmen","Desconhecido","Neolítico","Monumento megalítico localizado em Grândola, representando um testemunho importante da ocupação humana pré-histórica na região. Este dólmen, ou câmara funerária, é constituído por grandes lajes de pedra e foi utilizado para enterramentos coletivos durante o Neolítico e Calcolítico.","","PT021504010002",38.163,-8.53,"Batch (enrichment): Setúbal"
1475,"Aqueduct of Palmela","Aqueduto da Vila de Palmela","monument","Aqueduto","Desconhecido","Séc. XVII","Aqueduto que abastecia a vila de Palmela, com arcos em cantaria e construção robusta, datando do século XVII. Parte integrante do sistema de abastecimento de água à povoação e ao castelo, demonstra a engenharia hidráulica da época e a preocupação com os recursos hídricos.","","PT021503040004",38.567,-8.903,"Batch (enrichment): Setúbal"
1476,"Aqueduct of Água de Setúbal","Aqueduto de Água de Setúbal","monument","Aqueduto","Desconhecido","Séc. XVII","Aqueduto histórico que canalizava água para a cidade de Setúbal, com troços visíveis e em bom estado de conservação, testemunho da engenharia hidráulica da época. Construído para garantir o fornecimento de água potável à crescente população, é um exemplo da infraestrutura urbana setecentista.","","PT021512050005",38.542,-8.887,"Batch (enrichment): Setúbal"
1477,"Lousal Archaeological Site (Ancient Mine)","Sítio Arqueológico do Lousal (Antiga Mina)","archaeology","Mina Antiga","Desconhecido","Época Romana - Séc. XX","Complexo mineiro histórico em Grândola, com vestígios de exploração de pirites desde a antiguidade (Romanos) até ao século XX. Inclui um museu e estruturas da antiga mina, oferecendo uma visão sobre a história da mineração e o impacto na paisagem e nas comunidades locais. As escavações revelaram galerias romanas.","","PT021504030006",37.904,-8.411,"Batch (enrichment): Setúbal"
1478,"Tholos of Pombal","Tholos do Pombal","archaeology","Tholos","Desconhecido","Neolítico Final/Calcolítico","Monumento megalítico do tipo tholos, localizado em Palmela, datado do Neolítico Final/Calcolítico, importante sítio funerário pré-histórico. Caracteriza-se pela sua câmara circular e corredor de acesso, testemunhando os complexos rituais funerários das comunidades agro-pastoris da pré-história portuguesa.","","PT021503040001",38.599,-8.891,"Batch (enrichment): Setúbal"
1479,"Castro de Santiago","Castro de Santiago","archaeology","Castro","Desconhecido","Pré-Romano/Romano","Povoado fortificado pré-romano e romano em Santiago do Cacém, com vestígios de ocupação contínua, incluindo casas e muralhas, revelando a história antiga da região. As escavações demonstraram várias fases de construção e a adaptação do povoado às influências culturais ao longo dos séculos.","","PT021511090001",38.026,-8.694,"Batch (enrichment): Setúbal"
1480,"Chalcolithic Settlement of Monte da Tumba","Povoado Calcolítico do Monte da Tumba","archaeology","Povoado Calcolítico","Desconhecido","Calcolítico","Sítio arqueológico com vestígios de um povoado do período Calcolítico, localizado em Grândola, evidenciando a ocupação humana e as práticas comunitárias da época. As descobertas incluem estruturas de habitação, cerâmicas e ferramentas, fornecendo informações sobre a vida quotidiana destas comunidades.","","PT021504010003",38.257,-8.608,"Batch (enrichment): Setúbal"
1481,"Roman Temple Ruins at Ermida da Memória, Cabo Espichel","Ruínas do Templo Romano na Ermida da Memória, Cabo Espichel","archaeology","Ruínas Romanas","Desconhecido","Época Romana","Vestígios de um templo romano dedicado a uma divindade marítima ou da fertilidade (possivelmente Attis/Cibele), subjacente à Ermida da Memória no Cabo Espichel, Sesimbra. Este local marcou um ponto de culto contínuo desde a antiguidade até à época cristã, revelando sobreposições culturais e religiosas.","","PT021510030001",38.435,-9.2,"Batch (enrichment): Setúbal"
1482,"Bridge of São Bartolomeu","Ponte de São Bartolomeu","monument","Ponte","Desconhecido","Medieval/Moderna","Ponte histórica em Santiago do Cacém, com origem que remonta a períodos antigos, ligando as margens e servindo de passagem fundamental ao longo dos séculos. A sua estrutura em pedra, com arcos robustos, demonstra a engenharia medieval e a importância da ponte para as rotas comerciais e de peregrinação.","","PT021511090003",38.016,-8.694,"Batch (enrichment): Setúbal"
1483,"Atalaia Bridge","Ponte da Atalaia","monument","Ponte","Desconhecido","Séc. XV/XVI","Ponte histórica na Atalaia, concelho do Montijo, com arcadas de pedra, que fazia parte de uma antiga via de comunicação. Embora com reconstruções posteriores, a sua origem medieval é reconhecida, sendo um exemplar da arquitetura viária que serviu as populações e as trocas comerciais da região.","","PT020603030001",38.749,-8.971,"Batch (enrichment): Setúbal"
1484,"Menhir of Outeiro","Menir do Outeiro","archaeology","Menir","Desconhecido","Neolítico","Imponente menir de granito, testemunho do megalitismo na região de Grândola, datado do Neolítico, que se ergue isolado na paisagem. Este monólito, com provável função simbólica ou ritualística, é um dos poucos menires que subsistem na área, oferecendo uma ligação à espiritualidade pré-histórica.","","PT021504010005",38.118,-8.575,"Batch (enrichment): Setúbal"
1485,"Megalithic Cist of Pedreirinha","Cista Megalítica da Pedreirinha","archaeology","Cista Megalítica","Desconhecido","Neolítico/Calcolítico","Sítio funerário pré-histórico, uma cista megalítica, localizado em Santiago do Cacém, que oferece informações sobre os rituais funerários das comunidades antigas. Consiste numa caixa de pedra utilizada para enterramentos, datando do Neolítico ou Calcolítico, e é um importante vestígio da cultura material e crenças funerárias da época.","","PT021511090004",38.037,-8.627,"Batch (enrichment): Setúbal"
1486,"Bridge of Albergaria","Ponte de Albergaria","monument","Ponte","Desconhecido","Séc. XIV-XV","Ponte medieval em arco, localizada nos arredores de Alcácer do Sal, que atravessa a ribeira de São Cristóvão. Representa uma importante via de ligação histórica, provavelmente associada a rotas comerciais ou de transumância, mantendo a sua traça original e relevância como património da engenharia medieval.","","PT021501010003",38.381,-8.65,"Batch (enrichment): Setúbal"
1487,"Arrábida Mountain Viewpoint","Miradouro da Serra da Arrábida","viewpoint",,"Desconhecido","Desconhecido","Localizado na icónica Serra da Arrábida, este miradouro oferece vistas panorâmicas e de cortar a respiração sobre a costa atlântica, as praias de areia branca e o azul profundo do oceano. É um ponto de paragem obrigatório para apreciar a beleza natural da região.","",,38.487,-8.992,"Batch (enrichment): Setúbal"
1488,"São Luís Viewpoint","Miradouro de São Luís","viewpoint",,"Desconhecido","Desconhecido","Situado na cidade de Setúbal, o Miradouro de São Luís proporciona uma vista privilegiada sobre o estuário do Sado, a Península de Troia e a paisagem urbana da cidade. É um local popular para admirar o pôr do sol.","",,38.52,-8.887,"Batch (enrichment): Setúbal"
1489,"Bonfim Garden","Jardim do Bonfim","park","Jardim","Desconhecido","Séc. XIX","Um dos mais emblemáticos jardins públicos de Setúbal, o Jardim do Bonfim é um espaço verde histórico com uma vasta coleção de árvores e plantas, lagos e bancos, oferecendo um refúgio tranquilo no centro da cidade. Foi concebido no século XIX.","","PT051512140026",38.5276,-8.892,"Batch (enrichment): Setúbal"
1490,"Arrábida Natural Park","Parque Natural da Arrábida","park","Parque Natural","Desconhecido","Desconhecido","Uma joia da natureza portuguesa, o Parque Natural da Arrábida é uma área protegida que se estende por montanhas e costa. Conhecido pela sua biodiversidade única, falésias calcárias e vistas deslumbrantes, oferece múltiplas oportunidades para exploração e contacto com a natureza através de trilhos e miradouros naturais.","",,38.48,-8.97,"Batch (enrichment): Setúbal"
